id_encuestado;Fecha;Edad;Genero;Pais de residencia;Nivel educativo alcanzado;Estado Nivel Ed;Ocupacion;Anio en que te hiciste fan;Album favorito;Cancion favorita ;Genero musical preferido;Primer album escuchado;Compra entradas;Cantidad de asistencia a conciertos;Compra merch oficial;Regrabación favorita;Momento de mayor impacto en mi vida;Nivel de identificación con sus canciones;Album más emotivo;Canción más emotiva;Conozco los Easter Eggs;Sigo a Taylor en redes;Soy fan de Taylor;Formo parte de grupos o foros;Participacion en debates de teorias;Interes mayor;Compra vinilo;Nivel Fanatismo
852;18/2/2024;21;2;3;2;3;1;2008;7;50;3;7;6;5;1;13;3;7;8;2;1;1;2;1;1;1;3;2
853;11/10/2024;54;3;3;4;2;3;2023;8;50;3;8;6;0;1;10;3;5;2;2;2;2;2;1;1;3;1;10
854;1/3/2024;34;2;5;6;3;4;2021;11;50;4;3;3;0;4;14;3;5;6;55;2;1;1;3;1;3;2;6
855;16/6/2024;25;3;9;2;3;2;2013;3;50;3;8;3;5;4;11;1;7;4;55;2;2;1;2;3;2;2;1
856;5/1/2024;34;1;6;6;1;2;2018;3;66;4;8;6;4;1;10;5;1;2;47;1;1;2;1;2;3;3;2
857;17/4/2024;54;3;5;4;1;1;2018;8;2;1;4;3;0;2;14;1;8;9;2;3;2;2;1;3;1;1;1
858;27/8/2024;40;3;6;6;1;5;2010;3;66;1;2;3;2;1;13;5;9;9;55;1;1;2;3;3;1;1;2
859;10/5/2024;61;2;4;3;2;4;2012;3;66;3;4;1;5;1;11;3;1;2;2;2;1;1;3;3;2;1;3
860;20/6/2024;31;2;1;1;3;1;2009;3;66;2;7;6;3;4;13;5;7;6;2;3;1;1;1;2;2;1;2
861;15/3/2024;26;2;8;1;2;1;2023;14;31;1;8;6;3;2;14;1;2;2;55;1;1;1;3;1;2;2;6
862;1/10/2024;25;3;6;3;3;1;2017;3;66;3;4;6;0;1;13;1;8;8;4;2;1;1;1;1;1;2;4
863;23/5/2024;30;2;8;3;2;3;2008;8;66;1;7;1;2;4;13;3;4;4;47;1;2;1;2;3;2;1;2
864;6/6/2024;34;1;6;3;2;1;2018;2;2;2;2;1;5;1;13;3;8;4;47;1;1;1;2;2;1;1;1
865;3/2/2024;51;3;6;6;2;1;2021;11;2;3;2;4;5;4;11;5;7;6;47;2;2;1;1;3;1;2;1
866;2/8/2024;45;2;5;1;3;4;2010;14;31;5;5;6;5;4;13;5;6;6;4;3;2;1;3;1;1;2;1
867;3/5/2024;20;1;1;4;1;5;2019;11;66;1;8;6;0;1;10;5;4;2;4;3;2;2;2;2;1;3;5
868;21/9/2024;60;3;9;3;3;2;2007;8;2;1;7;4;4;1;11;3;3;2;47;1;2;1;3;3;3;3;1
869;30/6/2024;34;3;6;2;3;4;2017;2;66;2;2;6;3;1;14;3;9;8;4;3;1;1;1;3;3;1;5
870;8/4/2024;60;2;1;1;2;5;2022;14;50;5;5;1;3;2;13;3;3;9;2;2;1;1;2;3;3;3;5
871;9/10/2024;63;1;3;2;2;3;2019;7;50;1;3;1;2;4;11;5;8;8;47;3;2;2;1;2;1;2;4
872;4/7/2024;30;2;1;4;2;5;2021;8;13;1;3;6;0;2;14;1;5;9;2;2;2;2;3;2;1;2;4
873;4/9/2024;56;3;6;3;1;1;2011;8;13;3;8;1;1;4;10;1;4;9;55;3;1;1;3;3;1;2;9
874;4/7/2024;38;1;3;4;2;4;2012;2;66;3;2;6;0;1;13;5;5;9;47;1;1;1;2;1;3;2;3
875;21/2/2024;42;1;1;4;3;5;2014;2;50;1;2;4;5;2;13;1;9;4;55;3;2;2;2;2;1;3;3
876;7/3/2024;37;1;6;2;3;1;2012;8;66;3;8;4;2;1;10;1;9;2;55;3;2;1;2;1;2;1;10
877;12/4/2024;37;2;6;3;2;4;2007;3;50;4;1;4;1;2;14;1;7;8;2;1;1;2;1;3;3;2;8
878;6/1/2024;39;2;5;3;3;1;2018;14;31;3;1;1;0;1;11;5;10;9;2;1;1;1;3;3;2;3;4
879;15/5/2024;19;1;9;2;3;1;2016;11;66;4;4;3;2;4;11;3;3;8;4;3;1;2;2;2;2;3;7
880;23/8/2024;35;3;4;3;2;3;2016;14;66;4;4;1;0;2;11;1;6;9;2;3;2;1;1;2;2;3;8
881;27/6/2024;35;3;6;3;1;1;2007;14;66;1;2;1;0;2;14;5;7;4;47;1;1;2;1;1;1;1;6
882;10/4/2024;64;1;8;4;2;4;2021;7;13;4;5;6;1;4;10;5;8;2;4;3;2;1;1;3;3;3;3
883;7/2/2024;58;1;6;4;2;5;2019;8;13;3;4;4;0;4;11;1;10;9;4;1;1;2;3;1;2;1;4
884;29/6/2024;38;3;8;1;2;4;2020;7;50;3;5;1;2;1;14;5;5;4;4;3;1;2;2;2;3;2;1
885;11/6/2024;34;3;9;2;2;2;2007;3;66;3;2;4;1;2;10;3;6;9;47;1;1;2;2;3;3;1;10
886;19/9/2024;39;1;4;3;2;4;2010;2;50;5;1;6;2;1;14;3;3;2;4;3;2;2;3;2;2;1;5
887;7/4/2024;33;2;4;1;3;5;2018;11;66;3;8;1;4;2;11;5;7;4;47;2;2;2;2;1;3;2;6
888;16/1/2024;60;2;8;4;2;5;2008;2;50;2;3;1;0;4;13;5;4;8;2;3;1;2;1;2;1;2;4
889;24/7/2024;49;3;5;6;2;3;2010;14;50;1;5;1;0;4;14;5;7;4;55;2;1;2;1;2;1;3;3
890;15/10/2024;41;2;4;6;1;5;2013;8;31;4;2;6;0;2;13;1;1;8;55;3;2;2;2;1;2;1;3
891;20/7/2024;28;1;5;2;2;5;2012;3;2;3;3;3;2;1;13;3;5;9;47;3;2;1;3;2;2;2;10
892;3/6/2024;56;3;8;4;3;4;2021;8;13;4;2;4;5;2;13;3;5;8;55;1;2;1;3;1;1;2;2
893;7/9/2024;58;3;6;3;2;3;2023;7;13;3;7;3;4;2;10;1;7;2;55;2;1;2;2;1;2;3;3
894;5/10/2024;55;3;9;2;1;5;2022;7;66;5;2;3;4;4;11;3;5;8;4;3;1;1;3;3;3;1;3
895;6/1/2024;52;1;1;1;3;4;2007;3;2;5;3;4;4;1;13;1;10;2;47;2;2;2;3;1;3;2;4
896;29/2/2024;47;2;1;6;2;4;2014;8;31;1;4;1;5;4;14;1;3;6;55;3;1;2;3;2;1;3;7
897;14/9/2024;56;3;1;4;2;1;2021;2;66;1;5;3;4;4;13;1;5;2;4;2;1;1;3;3;2;2;1
898;3/2/2024;45;2;3;6;3;2;2021;14;2;1;7;4;4;1;13;3;7;4;55;2;2;2;3;2;2;2;1
899;21/3/2024;54;3;1;2;2;3;2010;3;2;4;3;6;1;1;13;3;2;4;55;3;2;1;3;2;3;2;1
900;4/3/2024;25;1;4;3;3;5;2010;11;50;5;4;6;2;1;14;3;10;9;55;2;1;2;1;3;3;1;2
901;15/10/2024;43;1;8;6;2;4;2020;7;31;3;7;6;4;2;11;1;5;8;2;1;1;2;3;2;1;3;4
902;14/6/2024;19;1;8;2;1;5;2011;7;13;4;5;1;3;2;13;3;2;6;47;3;1;1;2;1;2;3;7
903;10/4/2024;48;3;3;1;3;5;2011;2;2;5;8;6;0;4;10;5;6;4;47;3;1;1;1;1;2;1;6
904;21/4/2024;57;3;4;4;1;2;2019;2;31;2;3;3;1;2;11;3;4;9;47;2;2;1;3;2;1;1;5
905;19/4/2024;41;3;3;1;1;1;2011;3;50;3;1;4;1;4;14;5;8;2;55;2;2;1;1;2;3;3;9
906;11/6/2024;45;1;1;1;3;4;2011;7;50;2;3;1;0;4;13;1;3;9;4;2;1;1;1;3;2;1;2
907;6/7/2024;56;1;4;6;3;2;2016;2;50;4;7;3;4;2;11;3;6;9;4;2;1;2;1;1;2;2;2
908;29/6/2024;54;3;5;4;3;2;2011;14;66;2;7;6;2;1;10;1;1;9;55;1;1;2;1;1;3;3;8
909;18/5/2024;52;2;5;4;1;3;2019;14;50;1;1;6;1;4;11;5;2;6;4;2;1;2;2;3;1;3;6
910;27/1/2024;53;2;9;3;2;5;2006;7;50;2;7;1;1;1;13;5;8;2;2;2;1;2;2;2;3;3;3
911;19/8/2024;57;2;9;6;2;4;2006;3;2;4;7;3;2;1;11;1;5;2;4;1;1;1;3;3;3;3;4
912;16/10/2024;25;3;8;2;3;1;2020;14;66;1;1;3;0;4;10;1;5;9;47;1;1;1;1;2;2;3;9
913;5/7/2024;45;1;1;4;1;3;2023;8;50;4;3;6;1;4;11;1;1;4;47;2;2;1;2;2;3;2;3
914;13/8/2024;24;1;3;1;3;4;2023;2;2;3;4;6;0;1;13;1;7;6;4;1;1;2;2;1;2;3;1
915;5/2/2024;36;3;1;6;3;3;2023;2;2;4;7;6;1;4;13;5;6;4;2;1;2;2;3;2;2;1;2
916;17/8/2024;22;3;4;1;1;3;2019;7;50;4;1;4;2;2;14;1;3;2;2;1;1;1;1;1;3;3;5
917;25/1/2024;25;2;1;6;2;4;2013;7;2;2;7;3;4;1;13;1;6;9;2;2;1;1;3;1;1;1;9
918;10/8/2024;63;2;5;3;1;2;2008;14;50;5;2;4;1;4;14;3;10;6;4;1;2;1;2;1;1;2;2
919;5/1/2024;39;3;5;2;1;3;2018;8;31;3;8;1;5;1;13;5;1;8;47;2;2;2;1;1;3;3;8
920;5/1/2024;54;1;8;4;3;2;2015;11;66;2;5;3;3;1;13;5;3;6;55;1;2;1;1;3;3;3;5
921;22/2/2024;58;2;9;3;1;1;2020;2;66;1;3;4;1;2;14;5;7;2;55;2;1;1;1;3;3;1;1
922;20/9/2024;37;1;1;1;3;1;2012;8;31;2;8;6;3;4;11;5;3;8;47;3;2;2;2;3;1;2;3
923;1/9/2024;36;2;3;3;2;3;2018;11;50;3;1;1;2;1;11;1;8;4;47;1;1;1;1;1;3;3;7
924;8/7/2024;22;2;5;3;2;4;2011;8;13;3;1;1;1;1;11;3;10;9;47;2;2;1;2;1;2;1;5
925;1/4/2024;35;2;5;2;2;2;2011;14;66;5;1;3;5;2;10;3;8;4;2;2;1;2;1;1;2;3;2
926;19/7/2024;50;1;4;6;3;3;2014;8;31;3;4;4;0;4;14;3;10;2;2;3;2;2;2;1;1;1;1
927;10/8/2024;41;1;8;3;2;4;2010;7;13;5;7;3;0;1;14;1;10;8;4;1;2;2;2;3;2;2;4
928;14/10/2024;40;3;8;6;2;3;2022;2;31;4;1;4;5;4;13;1;3;8;2;3;1;1;3;3;1;2;8
929;7/7/2024;63;3;9;6;1;3;2014;3;50;4;8;4;4;2;14;1;5;9;55;1;1;2;3;1;1;1;4
930;29/3/2024;53;3;4;3;2;2;2018;7;31;2;3;1;0;1;14;3;8;6;55;1;2;1;3;2;1;1;2
931;29/2/2024;23;3;8;2;1;4;2019;8;50;2;2;3;2;2;10;3;2;2;47;3;2;1;3;1;1;3;5
932;2/10/2024;32;1;3;3;1;2;2022;7;31;1;8;4;3;2;11;1;4;8;55;3;2;1;3;1;2;1;4
933;4/7/2024;56;1;1;6;3;5;2019;11;2;1;8;3;2;4;14;3;9;9;55;3;1;1;1;3;2;1;3
934;11/8/2024;20;2;6;6;2;5;2022;14;50;4;7;6;5;1;11;3;3;8;55;2;2;2;2;2;3;3;3
935;16/3/2024;64;3;6;4;2;4;2013;3;13;2;2;1;2;2;14;1;7;2;4;1;1;1;2;2;1;2;2
936;15/3/2024;47;2;4;3;2;4;2007;8;31;2;8;4;2;4;11;5;8;4;4;3;1;1;3;1;2;2;3
937;13/5/2024;40;1;9;2;3;3;2011;3;50;4;5;3;2;1;10;3;7;8;2;3;2;2;1;2;1;3;8
938;2/7/2024;33;1;5;1;3;3;2007;3;66;3;8;6;4;1;14;5;9;2;4;1;1;2;1;3;3;1;10
939;13/3/2024;19;2;4;3;3;2;2016;7;31;1;7;1;3;2;11;3;4;6;2;2;1;2;1;2;2;1;1
940;18/9/2024;28;1;8;4;1;3;2006;7;50;3;7;3;1;1;14;3;1;2;47;2;1;1;3;2;3;2;6
941;21/9/2024;54;3;9;3;3;4;2011;7;66;1;2;6;2;1;13;5;6;2;4;3;2;1;1;2;3;1;4
942;14/8/2024;46;1;3;3;1;2;2013;8;31;1;3;6;0;2;10;3;2;9;2;2;2;2;2;2;3;1;9
943;3/2/2024;64;2;6;2;1;2;2022;2;13;4;7;4;2;1;11;1;7;2;2;1;1;2;2;3;2;3;9
944;19/4/2024;42;3;8;4;1;5;2018;2;31;4;7;3;5;1;14;3;2;4;55;1;2;2;2;2;2;3;6
945;14/9/2024;19;1;5;1;1;2;2012;14;50;5;2;3;3;4;13;1;5;2;47;2;1;1;1;3;3;1;2
946;8/5/2024;64;2;6;2;2;3;2016;2;66;2;4;6;4;1;11;1;2;8;4;1;1;1;2;3;1;3;9
947;6/3/2024;62;3;8;2;3;5;2006;7;2;4;5;6;5;1;10;3;2;4;4;2;1;1;3;2;1;3;3
948;23/10/2024;42;1;6;6;3;3;2015;8;31;4;5;4;3;4;10;5;2;9;2;3;1;2;2;3;3;1;2
949;31/7/2024;21;2;8;2;3;1;2022;2;31;5;1;1;0;1;14;3;4;4;2;3;1;2;3;1;3;2;6
950;2/4/2024;47;2;3;3;3;5;2019;3;2;2;7;3;3;4;14;5;8;9;55;2;1;2;1;1;2;1;7
951;6/3/2024;60;2;4;1;3;4;2018;2;50;5;7;1;1;2;10;1;6;9;2;2;1;1;1;3;3;1;8
952;5/1/2024;37;3;4;1;2;1;2011;8;2;4;7;3;0;2;11;5;10;4;4;3;1;1;2;1;3;2;5
953;12/9/2024;39;1;5;4;3;4;2022;3;50;1;2;1;0;4;14;5;3;4;47;3;1;2;2;2;3;3;2
954;31/8/2024;59;3;6;2;2;3;2017;11;13;4;5;6;4;1;11;3;3;4;55;2;1;1;3;3;1;3;1
955;13/10/2024;19;2;3;4;3;5;2009;2;13;1;2;1;3;1;10;1;7;9;2;3;2;2;1;2;1;3;8
956;3/3/2024;26;2;1;1;1;4;2022;14;31;1;2;3;0;4;13;1;6;2;55;1;1;2;1;3;1;1;5
957;5/10/2024;55;3;4;4;2;2;2010;11;13;5;7;6;2;1;10;1;2;6;2;2;2;2;2;2;1;1;9
958;6/6/2024;61;2;8;3;1;5;2014;14;50;3;8;3;3;2;14;3;3;2;4;3;2;2;3;3;2;1;5
959;22/10/2024;42;2;1;1;1;4;2006;11;13;2;3;3;2;1;13;3;3;4;4;2;1;1;2;1;3;2;7
960;1/4/2024;58;1;5;4;1;2;2021;14;50;4;2;3;0;2;10;3;6;9;55;2;1;1;2;2;1;1;4
961;4/8/2024;19;3;3;1;1;3;2010;2;13;2;4;6;1;1;11;3;2;2;47;2;1;1;1;2;1;2;9
962;15/4/2024;23;1;4;1;1;3;2017;7;31;1;1;1;5;2;11;1;3;4;2;1;1;2;1;3;1;2;7
963;24/6/2024;61;1;4;3;3;5;2016;3;13;2;4;3;0;2;11;5;7;4;4;1;2;2;3;1;1;1;3
964;25/3/2024;42;1;8;3;3;2;2008;8;13;1;5;1;1;1;11;1;8;8;4;3;2;2;3;2;3;1;7
965;18/2/2024;44;1;1;1;3;3;2020;3;2;5;8;6;4;1;10;1;10;6;55;3;2;1;3;2;2;3;10
966;7/7/2024;19;2;9;3;3;1;2006;14;50;5;7;1;5;1;14;3;10;9;55;2;1;1;1;3;2;1;5
967;26/5/2024;54;1;8;2;3;1;2008;11;13;1;1;4;2;2;14;3;2;9;55;2;2;2;1;1;3;1;2
968;1/3/2024;39;1;4;4;3;3;2016;7;2;4;7;4;3;2;13;5;9;9;4;3;1;2;3;3;2;3;4
969;19/2/2024;41;1;4;4;3;5;2018;11;50;4;7;4;4;2;13;5;7;6;4;1;2;2;2;2;2;3;4
970;2/2/2024;31;3;3;1;1;3;2021;11;2;3;2;3;3;2;13;5;5;2;55;2;1;1;1;2;3;3;9
971;12/4/2024;27;3;1;2;1;4;2018;14;2;3;7;6;1;1;11;5;8;2;55;1;1;1;3;2;2;2;4
972;8/2/2024;60;3;8;4;3;3;2015;7;66;4;3;6;1;4;14;3;10;2;4;1;2;1;1;1;3;3;6
973;2/1/2024;62;1;8;6;3;3;2023;7;66;2;1;6;2;2;13;3;10;9;2;3;1;1;1;3;1;1;10
974;4/5/2024;21;1;4;6;1;4;2017;3;66;3;8;3;3;2;10;1;7;9;4;3;1;2;3;3;2;3;5
975;6/4/2024;21;1;8;1;1;3;2018;7;2;4;2;3;3;2;10;3;4;8;47;2;1;2;3;1;1;3;5
976;3/2/2024;30;1;8;4;3;4;2015;8;13;2;2;6;3;1;14;5;2;2;4;1;2;2;3;2;2;2;10
977;26/2/2024;46;2;9;2;2;4;2016;11;50;3;8;6;5;4;10;3;7;2;2;3;2;1;1;1;1;1;4
978;24/2/2024;44;2;4;3;2;1;2010;14;2;1;2;4;2;2;10;5;3;8;4;2;1;2;1;2;1;1;10
979;7/6/2024;31;1;8;1;1;5;2016;3;66;5;5;3;4;4;11;1;7;9;2;2;1;1;1;1;1;3;1
980;13/7/2024;30;3;5;3;3;3;2014;14;13;4;4;6;0;1;14;3;2;6;55;1;1;1;3;1;1;2;3
981;20/5/2024;24;1;4;6;3;1;2017;3;2;4;3;6;2;1;13;3;6;8;47;3;1;2;1;3;3;3;5
982;20/7/2024;31;1;9;6;2;5;2015;11;2;2;3;3;1;4;11;1;7;4;47;3;2;1;3;2;2;3;2
983;8/2/2024;62;3;1;3;3;4;2017;8;50;2;5;3;3;2;11;3;9;6;55;1;1;2;2;1;3;2;4
984;16/7/2024;62;2;4;3;2;4;2010;8;2;4;2;4;4;1;13;3;2;4;4;3;2;1;2;1;1;3;5
985;10/7/2024;37;2;8;4;2;1;2012;11;2;2;5;4;0;2;13;1;5;9;2;1;2;1;1;3;2;3;4
986;28/3/2024;59;2;3;6;2;2;2014;3;2;2;4;1;4;2;13;3;3;8;47;3;2;2;2;1;2;1;1
987;20/3/2024;39;1;4;2;1;5;2011;7;13;2;8;6;1;4;11;3;9;6;4;2;2;1;2;2;3;1;3
988;30/4/2024;59;3;9;2;2;1;2021;14;2;1;5;6;3;4;11;1;3;2;55;1;1;1;1;3;3;2;4
989;26/3/2024;19;2;8;6;1;4;2016;3;31;4;1;6;1;4;10;3;2;9;55;2;1;2;3;1;1;3;2
990;6/3/2024;54;2;1;2;3;3;2018;8;2;4;1;3;5;2;10;1;6;2;47;3;1;2;3;3;1;1;7
991;25/5/2024;19;3;4;1;1;1;2013;7;31;5;7;6;0;4;13;5;5;4;55;3;1;2;1;3;2;2;6
992;24/8/2024;61;2;6;3;1;2;2013;2;31;2;1;3;3;1;14;1;10;6;4;1;2;1;2;1;1;2;8
993;11/3/2024;23;3;6;4;2;2;2017;14;2;1;1;1;4;1;14;5;6;6;4;2;2;2;3;3;1;2;7
994;16/6/2024;18;1;3;4;3;5;2006;11;13;4;8;6;1;2;10;5;9;8;55;2;1;2;1;3;3;2;2
995;14/8/2024;49;1;3;1;3;2;2019;7;50;2;8;3;1;1;13;5;1;6;4;3;1;1;1;2;3;1;5
996;9/7/2024;48;3;1;1;1;5;2017;3;50;3;2;4;2;1;11;1;7;9;55;3;2;2;2;3;3;3;5
997;4/4/2024;57;2;3;3;3;3;2016;7;2;3;2;3;1;4;11;5;7;9;55;2;2;2;2;2;2;3;10
998;25/1/2024;40;2;3;3;2;2;2010;14;13;3;2;6;2;2;10;1;10;4;55;1;1;2;1;3;2;3;2
999;22/5/2024;45;3;8;2;3;3;2016;14;31;1;1;3;2;4;10;5;4;6;47;2;2;2;1;3;1;1;6
1000;15/10/2024;54;1;6;4;1;2;2007;7;31;1;2;6;2;4;10;3;9;8;4;2;1;1;3;3;3;1;2
1001;17/3/2024;51;3;3;4;2;4;2009;8;2;4;5;3;2;2;14;3;2;6;2;3;1;2;3;2;1;2;8
1002;10/1/2024;49;1;1;1;2;1;2013;7;66;1;8;4;2;2;14;1;1;6;4;2;1;1;2;3;1;1;5
1003;17/5/2024;41;1;5;4;2;4;2015;14;66;1;3;3;0;4;10;3;4;2;47;1;1;1;1;3;3;1;10
1004;6/6/2024;24;3;9;1;1;2;2009;2;66;3;7;1;3;4;11;5;10;4;47;3;1;1;2;1;3;2;4
1005;10/2/2024;29;1;1;1;1;2;2012;14;66;5;1;3;2;4;13;1;4;8;47;3;1;1;2;2;1;3;7
1006;9/8/2024;61;2;5;3;2;2;2010;14;2;2;7;1;3;2;11;1;4;4;2;1;1;1;3;2;1;3;5
1007;22/5/2024;63;1;5;3;2;5;2023;8;2;1;7;4;0;2;11;3;3;8;4;1;1;2;1;1;2;1;5
1008;13/3/2024;33;2;1;6;2;4;2019;7;50;4;2;1;5;2;14;3;9;4;4;3;2;1;3;1;3;2;2
1009;30/4/2024;53;2;3;3;1;1;2022;14;13;2;5;1;5;1;10;5;3;4;47;2;2;2;3;3;3;1;5
1010;20/6/2024;20;1;1;3;3;3;2014;2;50;3;2;4;2;4;13;3;3;4;55;1;1;1;2;1;2;2;5
1011;26/5/2024;53;2;9;1;1;1;2016;14;2;3;3;4;0;1;10;3;7;6;47;3;1;2;2;1;3;3;1
1012;1/1/2024;29;1;4;6;2;4;2023;3;50;1;2;6;1;1;14;1;1;6;55;1;1;1;2;3;2;2;2
1013;4/1/2024;56;2;9;6;1;1;2009;2;13;5;8;4;1;1;14;1;10;4;47;2;2;1;1;1;3;1;5
1014;5/10/2024;29;2;1;1;2;2;2018;7;66;5;1;1;0;1;14;5;6;8;55;2;2;2;1;3;2;1;9
1015;9/7/2024;58;3;5;2;3;5;2015;8;31;1;3;4;3;2;14;1;1;4;2;3;2;1;3;1;2;3;9
1016;23/6/2024;52;3;1;1;1;4;2009;2;31;3;5;1;1;2;13;3;3;2;2;3;2;2;1;2;2;2;3
1017;2/10/2024;35;2;6;2;2;4;2008;7;66;2;3;6;4;1;10;1;6;4;4;3;1;2;2;2;2;3;7
1018;1/1/2024;63;1;1;3;3;4;2010;11;2;5;8;1;3;4;13;1;3;6;55;2;2;1;1;2;2;2;8
1019;21/3/2024;53;2;1;4;3;2;2019;7;31;3;2;4;1;2;10;5;10;8;55;1;2;2;1;3;3;2;6
1020;20/8/2024;39;3;6;3;3;1;2009;8;31;5;2;6;0;2;14;5;1;9;2;3;1;1;3;1;1;3;3
1021;16/7/2024;20;3;4;4;2;3;2006;11;2;2;8;1;3;2;13;5;6;2;4;1;2;2;1;2;3;3;1
1022;24/9/2024;40;3;3;4;1;4;2018;7;50;1;5;4;4;4;10;5;10;9;4;1;1;2;3;3;2;2;7
1023;11/9/2024;33;3;4;4;1;3;2011;11;50;4;2;1;3;2;14;1;2;9;2;1;1;2;1;3;3;3;7
1024;4/4/2024;21;3;1;6;1;1;2014;7;13;1;7;6;4;4;11;3;7;4;4;1;1;1;1;3;2;2;6
1025;10/5/2024;34;3;5;3;2;2;2021;2;13;3;4;3;3;4;13;5;2;9;47;1;2;1;1;2;2;2;3
1026;9/8/2024;53;3;8;6;3;5;2023;8;66;4;8;1;5;2;11;3;2;4;4;1;2;2;1;3;1;2;9
1027;19/7/2024;21;1;4;1;2;4;2023;7;50;5;8;4;3;1;14;1;9;4;4;1;2;1;1;2;3;3;2
1028;10/6/2024;46;3;9;1;3;4;2006;2;2;3;5;4;0;2;11;5;2;9;55;2;1;1;1;1;2;1;1
1029;10/9/2024;33;3;6;2;2;4;2007;11;31;1;2;4;1;4;10;3;1;2;47;2;2;2;1;3;2;2;3
1030;8/8/2024;18;1;1;2;2;1;2016;8;31;3;8;4;2;2;14;1;2;6;2;2;1;2;3;3;2;3;10
1031;10/4/2024;21;1;8;4;1;1;2009;8;2;5;3;4;4;4;10;1;1;9;55;2;2;1;3;2;3;1;8
1032;11/3/2024;45;3;6;4;2;1;2020;2;50;4;7;3;0;4;13;5;5;9;2;2;1;1;1;2;2;3;1
1033;3/10/2024;41;3;6;2;2;2;2022;3;13;5;5;6;4;2;14;1;5;4;2;3;2;2;2;3;1;2;4
1034;17/8/2024;47;1;3;1;1;1;2007;11;13;4;3;4;0;1;10;1;8;8;55;2;2;2;2;2;1;1;5
1035;23/7/2024;19;1;5;3;1;1;2011;11;50;3;3;3;2;1;10;5;2;8;55;3;1;1;2;2;2;3;3
1036;9/7/2024;29;3;6;1;1;2;2017;8;31;3;3;3;3;2;14;1;10;4;55;2;2;2;2;2;2;1;10
1037;18/7/2024;56;1;1;6;2;5;2014;7;13;5;4;1;0;4;13;1;9;8;47;1;1;2;1;2;1;3;10
1038;22/2/2024;57;2;4;6;1;1;2019;11;66;2;1;6;5;2;13;3;1;2;2;3;2;1;3;3;3;1;6
1039;11/1/2024;47;3;4;4;1;1;2016;2;31;4;5;3;2;4;11;3;9;6;47;3;2;1;2;2;1;3;8
1040;24/5/2024;55;1;5;2;2;4;2019;2;50;2;1;3;1;1;13;1;9;2;4;3;2;1;2;2;1;3;1
1041;4/4/2024;44;1;9;1;3;3;2011;7;66;3;5;1;5;2;14;5;7;9;2;3;2;1;3;1;2;3;10
1042;23/10/2024;28;1;5;3;3;5;2023;3;66;5;4;1;4;4;10;3;1;2;47;1;2;2;2;1;2;3;7
1043;29/4/2024;25;2;8;2;1;4;2009;8;2;5;7;3;3;1;13;5;10;8;4;2;1;1;3;3;3;1;5
1044;18/8/2024;32;2;6;1;2;1;2019;7;2;1;4;4;2;2;14;1;7;2;2;2;2;1;2;1;1;2;10
1045;2/10/2024;30;3;4;2;1;2;2009;14;2;5;5;4;1;4;13;1;2;2;2;2;2;2;2;2;1;1;7
1046;11/4/2024;26;1;4;4;3;5;2009;14;66;3;7;1;1;4;13;3;6;4;55;3;2;2;3;3;1;2;10
1047;11/5/2024;55;2;8;2;1;3;2019;2;66;3;8;3;3;2;14;1;4;2;2;2;1;1;2;1;1;3;4
1048;23/8/2024;31;3;3;6;3;1;2021;8;50;1;5;1;3;2;13;3;7;9;55;1;2;1;2;3;3;3;10
1049;27/1/2024;40;2;9;3;3;3;2014;2;2;5;3;6;4;4;14;1;2;8;2;2;1;1;3;1;1;2;10
1050;26/7/2024;28;1;1;6;2;4;2007;11;2;5;4;1;0;4;14;3;6;4;2;2;1;1;3;2;1;2;1
1051;6/7/2024;62;2;3;2;1;3;2011;2;2;3;7;3;4;4;10;3;5;6;47;1;2;1;1;2;1;3;1
1052;25/1/2024;42;2;1;2;2;2;2022;2;31;2;5;4;1;1;13;5;10;2;55;3;2;2;1;1;3;1;5
1053;27/8/2024;60;1;1;2;3;4;2015;2;13;5;8;3;4;2;13;1;4;9;55;2;2;1;3;2;1;1;2
1054;8/5/2024;41;2;4;1;3;1;2008;3;2;4;2;6;2;2;10;3;8;6;4;3;2;2;1;2;3;2;7
1055;20/8/2024;54;3;1;4;1;3;2014;14;2;1;7;4;4;1;13;5;9;9;55;2;1;1;2;3;1;1;4
1056;21/2/2024;46;2;3;3;1;3;2020;3;2;5;2;6;4;4;14;1;6;2;55;2;2;1;2;2;2;1;2
1057;4/7/2024;24;1;4;4;1;5;2009;11;2;3;8;3;2;1;14;3;3;4;55;2;2;2;2;2;2;2;8
1058;12/3/2024;56;2;3;6;1;4;2015;11;13;4;7;6;0;2;10;5;8;2;2;2;2;2;1;2;1;3;9
1059;27/6/2024;58;2;1;1;3;3;2020;8;66;3;8;1;1;4;11;5;2;2;2;3;1;2;2;3;3;3;8
1060;12/7/2024;41;1;3;6;1;3;2006;7;2;3;4;6;5;4;10;3;4;2;2;2;1;1;3;1;2;3;2
1061;6/8/2024;58;2;5;3;2;1;2006;2;50;4;7;1;2;4;13;3;10;8;4;1;1;1;3;1;3;1;10
1062;23/5/2024;22;2;3;4;3;4;2019;2;50;1;7;6;4;4;13;1;9;2;2;1;2;1;2;3;3;1;9
1063;4/7/2024;48;3;4;2;3;4;2013;3;66;2;1;1;4;2;13;3;3;9;2;1;2;1;2;3;3;2;1
1064;26/9/2024;27;3;5;3;1;4;2008;11;31;5;1;4;1;1;11;5;2;6;4;3;1;2;1;2;3;2;7
